"Cidade","UF","Pais","cidade","lat","lon","freq"
"Gentio do Ouro","Bahia","Brasil","Gentio do Ouro, Bahia, Brasil",-11.4302137,-42.5063185,2
"Paraúna","Goiás","Brasil","Paraúna, Goiás, Brasil",-16.9495937,-50.4473008,5
"Acreúna","Goiás","Brasil","Acreúna, Goiás, Brasil",-17.3959899,-50.3749031,5
"Oriximiná","Pará","Brasil","Oriximiná, Pará, Brasil",-1.7669992,-55.868285,22
"São João da Boa Vista","São Paulo","Brasil","São João da Boa Vista, São Paulo, Brasil",-21.9778137,-46.7881722,78
"Riad",NA,"Arábia Saudita","Riad, NA, Arábia Saudita",24.6319692,46.7150648,24
"Nápoles",NA,"Itália","Nápoles, NA, Itália",40.8359336,14.2487826,1
"Melbourne  Florida",NA,"Estados Unidos da América","Melbourne  Florida, NA, Estados Unidos da América",28.0836269,-80.6081089,1
"São Bernardo do Campo","São Paulo","Brasil","São Bernardo do Campo, São Paulo, Brasil",-23.7080345,-46.5506747,45
"Katmandu",NA,"Nepal","Katmandu, NA, Nepal",27.708317,85.3205817,2
"Unaí","Minas Gerais","Brasil","Unaí, Minas Gerais, Brasil",-16.3628767,-46.892413,26
"Jundiaí","São Paulo","Brasil","Jundiaí, São Paulo, Brasil",-23.1887866,-46.8845122,194
"Montreal",NA,"Canadá","Montreal, NA, Canadá",45.4972159,-73.6103642,41
"Rosário do Sul","Rio Grande do Sul","Brasil","Rosário do Sul, Rio Grande do Sul, Brasil",-30.2527151,-54.9179382,60
"Parnamirim","Rio Grande do Norte","Brasil","Parnamirim, Rio Grande do Norte, Brasil",-5.9153334,-35.2679913,302
"Lajeado","Rio Grande do Sul","Brasil","Lajeado, Rio Grande do Sul, Brasil",-29.4671522,-51.9624046,51
"Bom Retiro do Sul","Rio Grande do Sul","Brasil","Bom Retiro do Sul, Rio Grande do Sul, Brasil",-29.6000007,-51.9359243,11
"San José",NA,"Costa Rica","San José, NA, Costa Rica",9.9325427,-84.0795782,21
"London  Ontário",NA,"Canadá","London  Ontário, NA, Canadá",42.9537654,-81.2291529,1
"Jaru","Rondônia","Brasil","Jaru, Rondônia, Brasil",-10.431826,-62.478769,81
"Christchurch",NA,"Nova Zelândia","Christchurch, NA, Nova Zelândia",-43.530955,172.6366455,2
"Tucuruí","Pará","Brasil","Tucuruí, Pará, Brasil",-3.7738509,-49.6708204,120
"Baião","Pará","Brasil","Baião, Pará, Brasil",-2.7903479,-49.6702845,36
"Imperatriz","Maranhão","Brasil","Imperatriz, Maranhão, Brasil",-5.5269279,-47.478115,377
"Augustinópolis","Tocantins","Brasil","Augustinópolis, Tocantins, Brasil",-5.4662267,-47.8897519,3
"Geesthacht",NA,"Alemanha","Geesthacht, NA, Alemanha",53.4397121,10.3682538,2
"Parnaíba","Piauí","Brasil","Parnaíba, Piauí, Brasil",-2.9147515,-41.7661953,170
"Cordoba",NA,"Argentina","Cordoba, NA, Argentina",-27.9021936,-55.7404333,4
"Santos","São Paulo","Brasil","Santos, São Paulo, Brasil",-23.960833,-46.333889,300
"Bandung",NA,"Indonésia","Bandung, NA, Indonésia",-6.9344694,107.6049539,2
"Santa Clara  Califórnia",NA,"Estados Unidos da América","Santa Clara  Califórnia, NA, Estados Unidos da América",37.2333253,-121.6846349,2
"Barcelos","Amazonas","Brasil","Barcelos, Amazonas, Brasil",-0.9729214,-62.925635,28
"Novo Airão","Amazonas","Brasil","Novo Airão, Amazonas, Brasil",-2.6260236,-60.9434406,66
"Lagoa da Prata","Minas Gerais","Brasil","Lagoa da Prata, Minas Gerais, Brasil",-20.022778,-45.5440462,8
"Vale do Anari","Rondônia","Brasil","Vale do Anari, Rondônia, Brasil",-9.8580807,-62.1741423,22
"Cambridge  Massachusetts",NA,"Estados Unidos da América","Cambridge  Massachusetts, NA, Estados Unidos da América",42.3750997,-71.1056157,2
"Conceição de Macabu","Rio de Janeiro","Brasil","Conceição de Macabu, Rio de Janeiro, Brasil",-22.0849986,-41.8679947,3
"Ottawa",NA,"Canadá","Ottawa, NA, Canadá",45.421106,-75.690308,19
"Itajaí","Santa Catarina","Brasil","Itajaí, Santa Catarina, Brasil",-26.9117879,-48.6669852,287
"Atibaia","São Paulo","Brasil","Atibaia, São Paulo, Brasil",-23.1177393,-46.5547861,61
"Nova Crixás","Goiás","Brasil","Nova Crixás, Goiás, Brasil",-14.0971372,-50.339699,12
"Goiás","Goiás","Brasil","Goiás, Goiás, Brasil",-15.9408902,-50.1465398,61
"Puerto Montt",NA,"Chile","Puerto Montt, NA, Chile",-41.4718121,-72.939621,NA
"Abingdon",NA,"Reino Unido","Abingdon, NA, Reino Unido",51.6714842,-1.2779715,2
"Blacksburg  Virgínia",NA,"Estados Unidos da América","Blacksburg  Virgínia, NA, Estados Unidos da América",37.2296566,-80.4136767,5
"Comodoro","Mato Grosso","Brasil","Comodoro, Mato Grosso, Brasil",-13.6581107,-59.786883,29
"Rio Verde","Goiás","Brasil","Rio Verde, Goiás, Brasil",-17.7921255,-50.9191219,207
"Castries",NA,"Santa Lúcia","Castries, NA, Santa Lúcia",13.95258925,-60.9878235312987,3
"Tabatinga","Amazonas","Brasil","Tabatinga, Amazonas, Brasil",-4.2327349,-69.9263372,302
"Campo Novo de Rondônia","Rondônia","Brasil","Campo Novo de Rondônia, Rondônia, Brasil",-10.5704235,-63.6199511,101
"Nova Andradina","Mato Grosso do Sul","Brasil","Nova Andradina, Mato Grosso do Sul, Brasil",-22.2477565,-53.3480621,95
"Raleigh  Carolina do Norte",NA,"Estados Unidos da América","Raleigh  Carolina do Norte, NA, Estados Unidos da América",35.7803977,-78.6390989,NA
"Prainha","Pará","Brasil","Prainha, Pará, Brasil",-1.8072874,-53.4797942,28
"Rio Claro","São Paulo","Brasil","Rio Claro, São Paulo, Brasil",-22.4100108,-47.5603933,40
"Gaspar","Santa Catarina","Brasil","Gaspar, Santa Catarina, Brasil",-26.9307306,-48.9566824,10
"San Diego Califórnia",NA,"Estados Unidos da América","San Diego Califórnia, NA, Estados Unidos da América",32.9637838,-116.7706277,2
"Sarasota  Florida",NA,"Estados Unidos da América","Sarasota  Florida, NA, Estados Unidos da América",27.1813609,-82.3609195,6
"Macon  Geórgia",NA,"Estados Unidos da América","Macon  Geórgia, NA, Estados Unidos da América",32.8406946,-83.6324022,2
"Venice  Flórida",NA,"Estados Unidos da América","Venice  Flórida, NA, Estados Unidos da América",27.0999188,-82.4543597,2
"Curuca","Pará","Brasil","Curuca, Pará, Brasil",-0.7276792,-47.856568,67
"Una","Bahia","Brasil","Una, Bahia, Brasil",-15.2921699,-39.0744599,17
"Canavieiras","Bahia","Brasil","Canavieiras, Bahia, Brasil",-15.6790128,-38.9449622,65
"Araraquara","São Paulo","Brasil","Araraquara, São Paulo, Brasil",-21.7886713,-48.1773096,239
"Córrego do Ouro","Goiás","Brasil","Córrego do Ouro, Goiás, Brasil",-16.2960629,-50.5512216,4
"Matrinchã","Goiás","Brasil","Matrinchã, Goiás, Brasil",-15.4357441,-50.749268,5
"Jussara","Goiás","Brasil","Jussara, Goiás, Brasil",-15.874813,-50.867431,20
"Tucson  Arizona",NA,"Estados Unidos da América","Tucson  Arizona, NA, Estados Unidos da América",32.2228765,-110.9748477,11
"Inaciolândia","Goiás","Brasil","Inaciolândia, Goiás, Brasil",-18.4864065,-49.9887805,3
"Itumbiara","Goiás","Brasil","Itumbiara, Goiás, Brasil",-18.4135862,-49.2172596,145
"Altamira","Pará","Brasil","Altamira, Pará, Brasil",-3.204065,-52.209961,324
"Lucknow",NA,"Índia","Lucknow, NA, Índia",26.8381,80.9346001,6
"Leuven",NA,"Bélgica","Leuven, NA, Bélgica",50.879202,4.7011675,2
"Currais Novos","Rio Grande do Norte","Brasil","Currais Novos, Rio Grande do Norte, Brasil",-6.2626676,-36.5173039,88
"Bucareste",NA,"Romênia","Bucareste, NA, Romênia",44.4361414,26.1027202,4
"Alegre","Espírito Santo","Brasil","Alegre, Espírito Santo, Brasil",-20.7625787,-41.5318886,58
"Marília","São Paulo","Brasil","Marília, São Paulo, Brasil",-22.217108,-49.95006,149
"Santa Cruz do Rio Pardo","São Paulo","Brasil","Santa Cruz do Rio Pardo, São Paulo, Brasil",-22.9060715,-49.6277378,37
"Luziânia","Goiás","Brasil","Luziânia, Goiás, Brasil",-16.2535456,-47.9500276,129
"Santo Antônio do Descoberto","Goiás","Brasil","Santo Antônio do Descoberto, Goiás, Brasil",-15.9465415,-48.2616527,11
"Bom Jesus da Lapa","Bahia","Brasil","Bom Jesus da Lapa, Bahia, Brasil",-13.250571,-43.410754,82
"Três Corações","Minas Gerais","Brasil","Três Corações, Minas Gerais, Brasil",-21.695625,-45.2543675,97
"Itabuna","Bahia","Brasil","Itabuna, Bahia, Brasil",-14.7869879,-39.2788778,109
"Fernando de Noronha","Pernambuco","Brasil","Fernando de Noronha, Pernambuco, Brasil",-3.8545643,-32.3786162330057,108
"Poços de Caldas","Minas Gerais","Brasil","Poços de Caldas, Minas Gerais, Brasil",-21.7900318,-46.5647928,261
"Presidente Prudente","São Paulo","Brasil","Presidente Prudente, São Paulo, Brasil",-22.1225167,-51.3882528,174
"Santo Ângelo","Rio Grande do Sul","Brasil","Santo Ângelo, Rio Grande do Sul, Brasil",-28.3000481,-54.2669971,129
"Monterrey  Califórnia",NA,"Estados Unidos da América","Monterrey  Califórnia, NA, Estados Unidos da América",36.600256,-121.8946388,1
"Patos","Paraíba","Brasil","Patos, Paraíba, Brasil",-7.0258285,-37.2766817,124
"TENERIFE",NA,"Espanha","TENERIFE, NA, Espanha",28.2935785,-16.6214471211441,1
"Canoas","Rio Grande do Sul","Brasil","Canoas, Rio Grande do Sul, Brasil",-29.9216045,-51.1799525,319
"Xanxerê","Santa Catarina","Brasil","Xanxerê, Santa Catarina, Brasil",-26.874694,-52.403579,58
"Volta Redonda","Rio de Janeiro","Brasil","Volta Redonda, Rio de Janeiro, Brasil",-22.5225497,-44.1040128,139
"Picos","Piauí","Brasil","Picos, Piauí, Brasil",-7.0823544,-41.4685053,203
"Iraí","Rio Grande do Sul","Brasil","Iraí, Rio Grande do Sul, Brasil",-27.1955392,-53.256791,14
"São José","Santa Catarina","Brasil","São José, Santa Catarina, Brasil",-27.6162335,-48.6270136,175
"Planalto","Rio Grande do Sul","Brasil","Planalto, Rio Grande do Sul, Brasil",-27.3297033,-53.0575473,10
"Coimbra",NA,"Portugal","Coimbra, NA, Portugal",40.2109801,-8.4292057,7
"Lins","São Paulo","Brasil","Lins, São Paulo, Brasil",-21.6741873,-49.7518932,147
"Santo Domingo de Guzmán",NA,"República Dominicana","Santo Domingo de Guzmán, NA, República Dominicana",18.4801972,-69.942111,3
"Gaithersburg  Maryland",NA,"Estados Unidos da América","Gaithersburg  Maryland, NA, Estados Unidos da América",39.1434406,-77.2013705,1
"Chapadinha","Maranhão","Brasil","Chapadinha, Maranhão, Brasil",-3.7416803,-43.3548006,25
"Varginha","Minas Gerais","Brasil","Varginha, Minas Gerais, Brasil",-21.5565914,-45.4340674,251
"Trieste",NA,"Itália","Trieste, NA, Itália",45.6500335,13.7706559,1
"Mostardas","Rio Grande do Sul","Brasil","Mostardas, Rio Grande do Sul, Brasil",-31.10538,-50.916692,41
"Estocolmo",NA,"Suécia","Estocolmo, NA, Suécia",59.3251172,18.0710935,21
"Chennai",NA,"Índia","Chennai, NA, Índia",13.0801721,80.2838331,1
"Laranjal do Jari","Amapá","Brasil","Laranjal do Jari, Amapá, Brasil",-0.8419994,-52.516,53
"Mar Del Plata",NA,"Argentina","Mar Del Plata, NA, Argentina",-27.4714424,-55.1111535,12
"Lagoa Santa","Minas Gerais","Brasil","Lagoa Santa, Minas Gerais, Brasil",-19.6357376,-43.8966132,196
"Cambé","Paraná","Brasil","Cambé, Paraná, Brasil",-23.2782035,-51.2779583,20
"Aparecida de Goiânia","Goiás","Brasil","Aparecida de Goiânia, Goiás, Brasil",-16.8226769,-49.2452546,38
"Maracanã","Pará","Brasil","Maracanã, Pará, Brasil",-0.7666582,-47.4537818,17
"Guaraqueçaba","Paraná","Brasil","Guaraqueçaba, Paraná, Brasil",-25.2983566,-48.3290185,8
"Guadalajara",NA,"México","Guadalajara, NA, México",20.6720375,-103.3383962,2
"Limeira","São Paulo","Brasil","Limeira, São Paulo, Brasil",-22.5615068,-47.401766,47
"Louisville",NA,"Estados Unidos da América","Louisville, NA, Estados Unidos da América",44.897714,-75.016022,3
"Matinhos","Paraná","Brasil","Matinhos, Paraná, Brasil",-25.8187344,-48.5342813,30
"Cardiff",NA,"Reino Unido","Cardiff, NA, Reino Unido",51.4816546,-3.1791934,1
"Francisco Beltrão","Paraná","Brasil","Francisco Beltrão, Paraná, Brasil",-26.0790979,-53.0533527,77
"Areias","São Paulo","Brasil","Areias, São Paulo, Brasil",-22.5800929,-44.6975127,1
"Silveiras","São Paulo","Brasil","Silveiras, São Paulo, Brasil",-22.66384,-44.852157,6
"Oslo",NA,"Noruega","Oslo, NA, Noruega",59.9133301,10.7389701,8
"São Félix do Araguaia","Mato Grosso","Brasil","São Félix do Araguaia, Mato Grosso, Brasil",-11.6170646,-50.6667246,30
"Medellín",NA,"Colômbia","Medellín, NA, Colômbia",6.2443382,-75.573553,11
"Flores da Cunha","Rio Grande do Sul","Brasil","Flores da Cunha, Rio Grande do Sul, Brasil",-29.030129,-51.1833349,12
"São Gabriel da Cachoeira","Amazonas","Brasil","São Gabriel da Cachoeira, Amazonas, Brasil",-0.1249715,-67.0813855,127
"Abu Dabi",NA,"Emirados Arabes Unidos","Abu Dabi, NA, Emirados Arabes Unidos",24.4747961,54.3705762,10
"Jataí","Goiás","Brasil","Jataí, Goiás, Brasil",-17.8783829,-51.7204241,239
"Caruaru","Pernambuco","Brasil","Caruaru, Pernambuco, Brasil",-8.2829702,-35.9722852,331
"Ponte Nova","Minas Gerais","Brasil","Ponte Nova, Minas Gerais, Brasil",-20.4164353,-42.90878,48
"Kuala Lumpur",NA,"Malásia","Kuala Lumpur, NA, Malásia",3.1516964,101.6942371,4
"Piripiri","Piauí","Brasil","Piripiri, Piauí, Brasil",-4.2732339,-41.7785173,46
"Cariacica","Espírito Santo","Brasil","Cariacica, Espírito Santo, Brasil",-20.263202,-40.416549,77
"Nova Delhi",NA,"Índia","Nova Delhi, NA, Índia",28.6138954,77.2090057,59
"Bangalore",NA,"Índia","Bangalore, NA, Índia",12.9791198,77.5912997,10
"Atalaia do Norte","Amazonas","Brasil","Atalaia do Norte, Amazonas, Brasil",-4.3658547,-70.1908742,66
"Bologna",NA,"Itália","Bologna, NA, Itália",44.4936714,11.3430347,5
"Bridgetown",NA,"Barbados","Bridgetown, NA, Barbados",13.0977832,-59.6184184,NA
"Mascate",NA,"Omã","Mascate, NA, Omã",23.5997857,58.5451305,1
"Gurupi","Tocantins","Brasil","Gurupi, Tocantins, Brasil",-11.72794,-49.068046,231
"Teerã",NA,"Irã","Teerã, NA, Irã",35.7006177,51.4013785,7
"Chapada dos Guimarães","Mato Grosso","Brasil","Chapada dos Guimarães, Mato Grosso, Brasil",-15.464343,-55.749857,49
"Salinópolis","Pará","Brasil","Salinópolis, Pará, Brasil",-0.6259282,-47.3442819,26
"Adis-Ababa",NA,"Etiópia","Adis-Ababa, NA, Etiópia",9.0107934,38.7612525,5
"Santa Isabel","São Paulo","Brasil","Santa Isabel, São Paulo, Brasil",-23.3194222,-46.2271903,3
"Lençóis","Bahia","Brasil","Lençóis, Bahia, Brasil",-12.5634288,-41.3901717,21
"Ananindeua","Pará","Brasil","Ananindeua, Pará, Brasil",-1.374035,-48.4016623,73
"Kingston",NA,"Jamaica","Kingston, NA, Jamaica",17.9712148,-76.7928128,7
"Brejo Santo","Ceará","Brasil","Brejo Santo, Ceará, Brasil",-7.4909841,-38.9859152,26
"Eirunepé","Amazonas","Brasil","Eirunepé, Amazonas, Brasil",-6.6567654,-69.866161,66
"Nova Lima","Minas Gerais","Brasil","Nova Lima, Minas Gerais, Brasil",-19.9854089,-43.8470691,43
"Cruzeiro do Sul","Rio Grande do Sul","Brasil","Cruzeiro do Sul, Rio Grande do Sul, Brasil",-29.5139742,-51.9917068,228
"Santa Cruz de la Sierra",NA,"Bolívia","Santa Cruz de la Sierra, NA, Bolívia",-17.7834936,-63.1820853,8
"Crato","Ceará","Brasil","Crato, Ceará, Brasil",-7.2369112,-39.4149236,78
"Cajuru","São Paulo","Brasil","Cajuru, São Paulo, Brasil",-21.2759978,-47.3046035,14
"Sertãozinho","São Paulo","Brasil","Sertãozinho, São Paulo, Brasil",-21.1375782,-47.9913741,56
"Oiapoque","Amapá","Brasil","Oiapoque, Amapá, Brasil",3.8432128,-51.8350798,187
"Nice",NA,"França","Nice, NA, França",43.7009358,7.2683912,9
"Dijon",NA,"França","Dijon, NA, França",47.3215806,5.0414701,4
"Ponta Porã","Mato Grosso do Sul","Brasil","Ponta Porã, Mato Grosso do Sul, Brasil",-22.5286917,-55.723426,882
"Vitória do Xingu","Pará","Brasil","Vitória do Xingu, Pará, Brasil",-2.8833063,-52.0114889,21
"Rio das Ostras","Rio de Janeiro","Brasil","Rio das Ostras, Rio de Janeiro, Brasil",-22.5269448,-41.944972,22
"São José dos Pinhais","Paraná","Brasil","São José dos Pinhais, Paraná, Brasil",-25.533816,-49.2072163,69
"Nuremberg",NA,"Alemanha","Nuremberg, NA, Alemanha",49.453872,11.077298,1
"Tarauacá","Acre","Brasil","Tarauacá, Acre, Brasil",-8.1602019,-70.7665368,86
"Petrópolis","Rio de Janeiro","Brasil","Petrópolis, Rio de Janeiro, Brasil",-22.519963,-43.192613,98
"Tanabi","São Paulo","Brasil","Tanabi, São Paulo, Brasil",-20.6251635,-49.6519879,27
"Ourinhos","São Paulo","Brasil","Ourinhos, São Paulo, Brasil",-22.9777918,-49.868204,70
"Dormentes","Pernambuco","Brasil","Dormentes, Pernambuco, Brasil",-8.441163,-40.766168,9
"Itambacuri","Minas Gerais","Brasil","Itambacuri, Minas Gerais, Brasil",-18.0391974,-41.6751876,11
"Dallas",NA,"Estados Unidos da América","Dallas, NA, Estados Unidos da América",32.7762719,-96.7968559,11
"Florença",NA,"Itália","Florença, NA, Itália",43.7698712,11.2555757,5
"Bonn",NA,"Alemanha","Bonn, NA, Alemanha",50.7084571,7.1716297,2
"Lille",NA,"França","Lille, NA, França",41.9011673,-6.7374519,2
"Rivera",NA,"Uruguai","Rivera, NA, Uruguai",-30.900058,-55.5408151,2
"Dammam",NA,"Arábia Saudita","Dammam, NA, Arábia Saudita",26.4367824,50.1039991,3
"Chicago",NA,"Estados Unidos da América","Chicago, NA, Estados Unidos da América",41.8755616,-87.6244212,4
"Stanford California",NA,"Estados Unidos da América","Stanford California, NA, Estados Unidos da América",37.427467,-122.1702445,1
"Davis  Califórnia",NA,"Estados Unidos da América","Davis  Califórnia, NA, Estados Unidos da América",38.545379,-121.7445835,1
"Ituiutaba","Minas Gerais","Brasil","Ituiutaba, Minas Gerais, Brasil",-18.9691887,-49.4639335,95
"Parintins","Amazonas","Brasil","Parintins, Amazonas, Brasil",-2.6344567,-56.7319324,106
"Timon","Maranhão","Brasil","Timon, Maranhão, Brasil",-5.1023325,-42.8449518,27
"Cidade da Guatemala",NA,"Guatemala","Cidade da Guatemala, NA, Guatemala",14.6222328,-90.5185188,13
"Pouso Alegre","Minas Gerais","Brasil","Pouso Alegre, Minas Gerais, Brasil",-22.2343858,-45.9327241,289
"Jaraguá do Sul","Santa Catarina","Brasil","Jaraguá do Sul, Santa Catarina, Brasil",-26.4897432,-49.0778063,97
"Innsbruck",NA,"Áustria","Innsbruck, NA, Áustria",47.26951525,11.3971372042211,3
"Patos de Minas","Minas Gerais","Brasil","Patos de Minas, Minas Gerais, Brasil",-18.6041453,-46.5096698,112
"Cotonou",NA,"Benin","Cotonou, NA, Benin",6.3676953,2.4252507,5
"Paulista","Pernambuco","Brasil","Paulista, Pernambuco, Brasil",-7.9340069,-34.868407,22
"Costa Marques","Rondônia","Brasil","Costa Marques, Rondônia, Brasil",-12.4367165,-64.2279765,109
"Guajará-Mirim","Rondônia","Brasil","Guajará-Mirim, Rondônia, Brasil",-10.7804239,-65.3327825,308
"Floriano","Piauí","Brasil","Floriano, Piauí, Brasil",-6.7726534,-43.0070616,130
"Dionísio Cerqueira","Santa Catarina","Brasil","Dionísio Cerqueira, Santa Catarina, Brasil",-26.2604681,-53.6346379,37
"Teutônia","Rio Grande do Sul","Brasil","Teutônia, Rio Grande do Sul, Brasil",-29.4816568,-51.813752,12
"Bordeaux",NA,"França","Bordeaux, NA, França",44.841225,-0.5800364,4
"Quissamã","Rio de Janeiro","Brasil","Quissamã, Rio de Janeiro, Brasil",-22.107205,-41.4723411,7
"Pacaraima","Roraima","Brasil","Pacaraima, Roraima, Brasil",4.4791253,-61.1471016,390
"Nova Brasilândia","Rondônia","Brasil","Nova Brasilândia, Rondônia, Brasil",-11.722692,-62.315545,5
"Santarém Novo","Pará","Brasil","Santarém Novo, Pará, Brasil",-0.9283904,-47.3999958,20
"Corumbá","Mato Grosso do Sul","Brasil","Corumbá, Mato Grosso do Sul, Brasil",-19.0016365,-57.6534316,439
"Primavera do Leste","Mato Grosso","Brasil","Primavera do Leste, Mato Grosso, Brasil",-15.5614127,-54.2993946,92
"Capinzal","Santa Catarina","Brasil","Capinzal, Santa Catarina, Brasil",-27.3440651,-51.6110403,25
"Guatambú","Santa Catarina","Brasil","Guatambú, Santa Catarina, Brasil",-27.1333139,-52.7852104,6
"Xaxim","Santa Catarina","Brasil","Xaxim, Santa Catarina, Brasil",-26.9605363,-52.5335505,9
"Seara","Santa Catarina","Brasil","Seara, Santa Catarina, Brasil",-27.1528578,-52.3096985,33
"Sertânia","Pernambuco","Brasil","Sertânia, Pernambuco, Brasil",-8.068467,-37.268393,129
"Arcoverde","Pernambuco","Brasil","Arcoverde, Pernambuco, Brasil",-8.415192,-37.057748,114
"Orlândia","São Paulo","Brasil","Orlândia, São Paulo, Brasil",-20.720278,-47.886667,4
"Salgueiro","Pernambuco","Brasil","Salgueiro, Pernambuco, Brasil",-8.073734,-39.12469,171
"Rio Largo","Alagoas","Brasil","Rio Largo, Alagoas, Brasil",-9.477829,-35.839435,19
"Itaboraí","Rio de Janeiro","Brasil","Itaboraí, Rio de Janeiro, Brasil",-22.7496231,-42.8557428,14
"Belém","Alagoas","Brasil","Belém, Alagoas, Brasil",-9.5715351,-36.492841,2388
"Gaborone",NA,"Botsuana","Gaborone, NA, Botsuana",-24.6581357,25.9088474,4
"Bento Gonçalves","Rio Grande do Sul","Brasil","Bento Gonçalves, Rio Grande do Sul, Brasil",-29.1654014,-51.5197627,292
"Naviraí","Mato Grosso do Sul","Brasil","Naviraí, Mato Grosso do Sul, Brasil",-23.0622152,-54.2018319,237
"Caarapó","Mato Grosso do Sul","Brasil","Caarapó, Mato Grosso do Sul, Brasil",-22.6349267,-54.8240903,26
"Penápolis","São Paulo","Brasil","Penápolis, São Paulo, Brasil",-21.4192406,-50.0765588,18
